PA	0.0466 0.4215 0 0 0 1 0 0 0 1 3 0.3333 71 48 45 0 0 0 1 0.103 0.824 0.072 1 7
CQ_FD	0.3248 0.7470 0 1 1 0 0 0 0 1 4 0.4444 114 78 72 1 0 0 0 0.13 0.84 0.031 3 12
PA	0.0000 0.1311 0 0 0 0 0 0 0 0 5 0.5556 10 10 10 0 0 0 0 0.0 0.85 0.15 0 0
FQ	0.0609 0.2420 1 0 0 0 0 0 0 0 6 0.6667 16 15 15 1 0 0 0 0.06 0.877 0.063 1 0
PA	0.0224 0.3819 0 0 0 0 0 0 0 0 7 0.7778 25 21 21 0 0 0 0 0.0 0.883 0.117 3 0
GG	0.0000 0.0602 0 0 0 0 0 0 0 0 8 0.8889 3 3 3 1 1 0 0 0.0 0.633 0.367 0 0
GG	0.0000 0.0260 0 0 0 0 0 0 0 0 9 1.0000 2 2 2 0 0 0 0 0.0 0.5 0.5 1 0

OQ	1.0000 0.7358 1 1 0 0 0 0 0 0 1 0.3333 41 36 35 1 0 0 0 0.047 0.847 0.106 2 2
PA	0.0050 0.5759 0 0 0 0 0 0 0 0 2 0.6667 19 18 18 0 0 0 0 0.0 0.935 0.065 0 1
PA	0.0000 0.3621 0 0 0 0 0 0 0 0 3 1.0000 9 9 9 0 0 0 0 0.129 0.81 0.062 0 1

OQ	1.0000 0.7169 1 0 0 0 0 0 0 0 1 0.2500 11 9 9 1 0 0 0 0.0 0.956 0.044 0 0
CQ_IR_PA	0.3160 0.6473 1 0 0 1 0 0 0 0 2 0.5000 15 14 13 0 0 0 0 0.073 0.875 0.053 0 1
FD	0.5514 0.6779 0 0 0 0 0 0 0 0 3 0.7500 13 11 11 1 0 0 0 0.0 1.0 0.0 0 0
PA	0.1488 0.5263 0 1 0 0 0 0 0 0 4 1.0000 24 20 19 0 0 0 0 0.0 1.0 0.0 0 1

OQ	1.0000 0.6930 1 0 0 0 0 0 0 0 1 0.3333 25 22 22 1 1 0 0 0.159 0.64 0.201 1 4
PA	0.1610 0.7688 0 0 1 0 0 0 0 0 2 0.6667 29 27 24 0 0 0 0 0.0 0.869 0.131 2 0
GG	0.2658 0.5579 0 0 0 0 0 0 0 0 3 1.0000 4 4 4 1 1 0 0 0.0 0.324 0.676 1 0

OQ	1.0000 0.3150 0 0 0 0 0 0 0 0 1 0.3333 16 15 14 1 0 0 0 0.094 0.768 0.138 1 1
PA	0.0585 0.9085 0 0 0 0 0 0 0 0 2 0.6667 143 98 92 0 1 0 0 0.031 0.753 0.216 10 10
PA	0.1668 0.3990 0 0 0 0 0 0 0 1 3 1.0000 25 23 22 0 0 0 0 0.0 0.955 0.045 1 0

OQ	1.0000 0.6354 0 0 0 1 0 0 0 0 1 0.3333 29 25 25 1 0 0 0 0.042 0.938 0.02 0 1
FD_PA	0.0143 0.7585 0 0 0 0 0 0 1 0 2 0.6667 33 26 25 0 0 0 0 0.041 0.773 0.186 4 1
JK	0.0000 0.1862 0 0 0 0 0 0 0 0 3 1.0000 2 2 2 0 0 0 0 0.0 1.0 0.0 0 0

OQ	1.0000 0.6120 0 0 1 1 0 0 1 1 1 0.1429 65 53 53 1 1 1 0 0.0 0.789 0.211 5 1
NF	0.0076 0.2815 0 0 0 0 0 0 0 0 2 0.2857 23 23 23 1 1 1 0 0.102 0.733 0.165 2 1
NF	0.2730 0.3367 0 0 0 0 0 0 0 0 3 0.4286 11 11 11 0 0 1 0 0.294 0.706 0.0 0 1
PA	0.0460 0.5607 0 0 1 0 0 0 1 0 4 0.5714 77 64 60 0 0 1 1 0.01 0.936 0.054 5 0
FD_NF	0.1803 0.4662 0 0 0 0 0 0 0 1 5 0.7143 29 26 25 1 1 0 0 0.053 0.817 0.13 2 1
PA	0.0310 0.4495 0 1 0 1 0 0 0 1 6 0.8571 51 49 47 0 1 0 0 0.063 0.826 0.11 4 3
NF	0.0627 0.3911 0 1 0 1 0 0 0 0 7 1.0000 36 35 34 1 0 0 0 0.071 0.808 0.121 4 2

OQ	1.0000 0.5533 1 0 1 0 0 0 0 0 1 0.2500 7 7 7 1 0 0 0 0.0 1.0 0.0 0 0
FD_PA	0.0000 0.5207 0 0 0 0 0 0 0 0 2 0.5000 9 8 8 0 0 0 0 0.0 1.0 0.0 0 0
IR_PA	0.1826 0.6428 0 0 0 0 0 0 0 0 3 0.7500 20 19 19 0 0 0 0 0.0 0.675 0.325 1 0
RQ	0.0951 0.4350 0 0 0 0 0 0 0 0 4 1.0000 10 10 10 0 1 0 0 0.0 0.729 0.271 1 0

OQ	1.0000 0.5169 1 0 0 0 1 0 0 1 1 0.3333 32 28 28 1 1 0 1 0.0 0.925 0.075 2 0
PA	0.0310 0.7925 0 0 1 0 0 0 0 0 2 0.6667 75 62 60 0 1 0 0 0.036 0.832 0.132 4 5
NF	0.0194 0.4016 0 0 0 0 0 0 0 0 3 1.0000 18 18 18 1 1 0 0 0.183 0.759 0.058 1 3

FD_OQ	1.0000 0.4896 1 0 0 0 0 0 1 1 1 0.2000 54 48 46 1 0 0 0 0.073 0.915 0.012 0 5
CQ_PA	0.0124 0.6084 0 0 1 0 0 0 0 0 2 0.4000 50 36 35 0 0 0 0 0.03 0.944 0.026 1 0
FD_FQ	0.0297 0.3369 1 0 0 1 0 0 0 0 3 0.6000 26 25 25 1 0 0 0 0.075 0.835 0.09 0 2
FD_PA	0.0446 0.5857 0 0 0 0 0 0 0 1 4 0.8000 54 47 47 1 0 1 0 0.0 0.864 0.136 1 3
GG	0.0163 0.1920 0 0 0 1 0 0 0 0 5 1.0000 15 15 15 0 0 1 0 0.0 0.824 0.176 3 0

OQ	1.0000 0.5539 0 0 1 1 0 0 1 1 1 0.1111 114 84 78 1 0 1 0 0.017 0.831 0.152 6 4
PA	0.0988 0.3936 0 0 0 1 0 1 1 0 2 0.2222 52 47 45 0 0 0 0 0.0 0.885 0.115 1 0
FD	0.1180 0.2913 0 0 0 0 0 0 0 0 3 0.3333 15 15 14 1 1 0 0 0.128 0.735 0.137 2 1
FD_PA	0.1176 0.5266 0 1 0 0 0 0 0 1 4 0.4444 55 43 40 0 0 0 0 0.017 0.915 0.068 2 0
FD	0.1716 0.2874 0 0 0 0 0 0 0 0 5 0.5556 9 9 9 1 0 0 0 0.182 0.818 0.0 0 0
FD_PA	0.1011 0.6477 0 0 0 1 0 0 1 0 6 0.6667 121 93 90 0 0 0 0 0.017 0.898 0.085 11 5
PF	0.0504 0.2617 0 0 0 0 0 0 0 0 7 0.7778 23 21 20 1 1 1 0 0.044 0.703 0.253 5 2
GG	0.0240 0.1657 0 0 0 0 0 0 0 0 8 0.8889 10 10 10 0 1 0 0 0.0 0.746 0.254 2 0
RQ	0.1226 0.4557 1 1 0 0 0 1 1 0 9 1.0000 41 31 31 0 1 0 0 0.089 0.869 0.042 2 3

OQ	1.0000 0.7271 1 0 1 0 1 0 1 0 1 0.2000 38 33 32 1 0 0 0 0.04 0.849 0.111 2 1
PA	0.4634 0.6128 0 0 1 0 0 0 0 0 2 0.4000 20 20 20 0 0 0 0 0.0 0.87 0.13 2 0
FD_FQ_NF	0.1614 0.3860 0 1 0 0 0 0 0 0 3 0.6000 20 20 19 1 0 0 0 0.0 0.966 0.034 0 0
PA	0.2622 0.7011 0 0 0 0 0 0 0 0 4 0.8000 16 13 13 0 0 0 0 0.0 1.0 0.0 0 0
PA	0.2027 0.6893 0 0 0 0 0 0 0 0 5 1.0000 16 12 12 0 0 0 0 0.0 0.861 0.139 2 1

OQ	1.0000 0.6739 1 0 1 0 0 0 0 0 1 0.2000 19 17 17 1 0 0 0 0.055 0.816 0.129 0 1
PA	0.1605 0.6651 0 0 0 0 0 0 0 0 2 0.4000 18 16 16 0 0 0 0 0.057 0.803 0.14 0 0
FD_PF	0.4782 0.7566 0 0 0 0 0 0 0 0 3 0.6000 16 14 14 1 1 0 0 0.0 0.805 0.195 0 0
GG	0.0000 0.3478 0 0 0 0 0 0 0 0 4 0.8000 9 9 9 0 0 0 0 0.0 0.55 0.45 2 0
FQ_RQ	0.0172 0.1919 1 0 0 1 0 0 0 0 5 1.0000 7 7 7 0 0 0 0 0.0 0.874 0.126 0 0

OQ	1.0000 0.7608 1 0 0 0 0 0 0 0 1 0.2000 80 54 51 1 0 0 0 0.05 0.878 0.072 3 2
FD_PA	0.3118 0.7348 0 0 0 0 0 0 0 0 2 0.4000 93 66 61 0 1 1 0 0.023 0.839 0.138 5 2
PF	0.3213 0.5464 0 0 0 0 0 0 0 0 3 0.6000 21 18 17 1 1 1 0 0.0 0.857 0.143 1 0
GG	0.0000 0.1089 0 0 0 0 0 0 0 0 4 0.8000 13 12 12 0 1 1 0 0.0 0.702 0.298 2 1
OQ	0.1327 0.5207 1 1 1 0 0 1 0 0 5 1.0000 79 60 60 0 0 1 0 0.127 0.758 0.116 3 2

OQ	1.0000 0.3713 0 0 1 0 0 0 0 0 1 0.1667 13 11 11 1 0 0 0 0.0 1.0 0.0 0 0
PA	0.0951 0.6177 0 0 0 0 0 0 0 0 2 0.3333 47 36 35 0 1 0 0 0.0 0.81 0.19 3 1
OQ	0.1850 0.5863 0 0 1 0 0 0 0 0 3 0.5000 10 10 10 0 0 0 0 0.0 0.852 0.148 0 0
PA	0.1137 0.7077 0 0 0 0 0 0 0 0 4 0.6667 35 30 29 0 0 0 0 0.0 0.961 0.039 1 0
CQ_FQ	0.1030 0.6110 0 0 0 0 0 0 1 1 5 0.8333 23 19 17 0 1 0 0 0.0 0.773 0.227 1 0
PA	0.2233 0.4940 0 0 0 0 0 0 0 0 6 1.0000 12 12 12 0 1 0 0 0.0 0.889 0.111 1 0

OQ	1.0000 0.6120 1 0 0 0 0 0 0 0 1 0.2500 35 32 31 1 1 0 0 0.0 0.939 0.061 0 0
PA	0.0354 0.6538 0 0 0 0 0 0 0 0 2 0.5000 52 43 39 0 1 1 0 0.026 0.801 0.173 4 1
PF	0.1082 0.3424 0 0 0 0 0 0 0 0 3 0.7500 9 9 9 1 0 0 0 0.0 1.0 0.0 0 0
PA	0.0670 0.5852 0 0 0 1 0 0 0 0 4 1.0000 37 35 34 0 0 0 0 0.064 0.87 0.066 2 0

FD_OQ	1.0000 0.8615 0 0 0 0 1 0 0 0 1 0.3333 24 22 22 1 0 1 0 0.067 0.933 0.0 0 1
IR_PA	0.0767 0.5368 1 0 1 1 0 0 0 0 2 0.6667 22 21 21 0 0 0 0 0.041 0.855 0.104 0 0
FQ	0.0000 0.1870 1 0 0 1 0 0 0 0 3 1.0000 5 5 5 0 1 0 0 0.0 0.813 0.187 0 0

OQ	1.0000 0.5143 0 0 0 0 0 0 0 0 1 0.2500 39 32 31 1 1 0 0 0.024 0.832 0.144 0 0
PA	0.0373 0.5890 0 0 1 0 0 0 0 0 2 0.5000 47 39 38 0 1 1 0 0.0 0.858 0.142 3 2
FD_NF	0.1938 0.7207 0 1 0 0 0 0 0 0 3 0.7500 65 51 47 1 1 1 0 0.017 0.918 0.066 1 2
PA	0.0496 0.4179 0 0 0 1 0 0 0 0 4 1.0000 25 25 24 0 1 0 0 0.09 0.789 0.121 1 3

OQ	1.0000 0.6355 1 0 1 0 0 0 0 0 1 0.2500 20 19 19 1 0 0 0 0.073 0.804 0.123 1 2
PA	0.0229 0.4264 0 0 0 0 0 0 0 0 2 0.5000 19 19 18 0 0 0 0 0.026 0.81 0.165 1 2
CQ	0.2323 0.5007 1 0 1 1 0 0 0 0 3 0.7500 14 14 13 1 1 1 0 0.0 0.742 0.258 2 0
PA	0.2407 0.7599 0 0 0 0 0 0 0 0 4 1.0000 34 29 29 0 1 0 0 0.0 0.874 0.126 4 0

OQ	1.0000 0.6067 1 0 1 0 0 0 0 0 1 0.2500 12 12 12 1 0 0 0 0.0 0.862 0.138 2 0
PA	0.0354 0.6493 0 0 1 0 0 0 0 0 2 0.5000 43 38 36 0 1 0 0 0.0 0.84 0.16 1 0
CQ	0.0720 0.3806 1 0 0 0 0 1 0 0 3 0.7500 13 13 13 1 1 0 0 0.104 0.826 0.07 0 0
NF	0.3454 0.5636 0 0 0 0 1 0 0 0 4 1.0000 15 14 14 0 0 0 0 0.0 0.938 0.062 1 1

OQ	1.0000 0.5469 0 0 0 0 0 0 0 0 1 0.2500 42 34 29 1 1 1 0 0.119 0.729 0.151 5 3
PA	0.2275 0.7822 0 0 0 0 0 0 0 0 2 0.5000 108 68 58 0 0 0 1 0.024 0.952 0.024 0 5
PF	0.1380 0.3966 0 1 1 0 0 1 0 1 3 0.7500 48 43 41 1 1 0 0 0.065 0.79 0.145 2 4
FD_PA	0.4540 0.8127 0 1 0 1 0 1 1 1 4 1.0000 103 72 63 0 1 0 1 0.019 0.913 0.069 5 0

OQ	1.0000 0.8056 1 0 0 0 1 0 0 1 1 0.2000 87 58 56 1 0 0 0 0.015 0.945 0.04 2 3
PA	0.2874 0.5560 0 0 0 0 0 0 0 0 2 0.4000 26 21 19 0 0 0 0 0.0 0.94 0.06 0 0
PA	0.1817 0.6238 0 1 0 0 0 0 0 1 3 0.6000 65 53 50 0 0 0 0 0.021 0.928 0.052 0 0
PF	0.0000 0.0852 0 0 0 0 0 0 0 0 4 0.8000 5 5 5 1 1 0 0 0.0 0.596 0.404 2 0
FQ_RQ	0.1032 0.2149 0 0 0 0 0 0 0 0 5 1.0000 13 11 11 0 0 0 0 0.0 0.586 0.414 1 1

OQ	1.0000 0.7074 0 0 1 0 0 0 0 1 1 0.1429 75 57 52 1 0 0 0 0.083 0.861 0.057 1 2
PA	0.2409 0.6237 0 0 1 0 0 0 0 0 2 0.2857 32 30 28 0 0 0 0 0.079 0.777 0.143 1 1
FD_NF	0.1159 0.5007 1 1 1 0 0 0 0 0 3 0.4286 30 27 27 1 1 1 0 0.096 0.773 0.13 1 2
PA	0.0602 0.5288 0 0 1 0 0 0 0 0 4 0.5714 40 39 37 0 1 0 0 0.0 0.919 0.081 4 1
PF	0.0000 0.0907 0 0 0 0 0 0 0 0 5 0.7143 4 4 4 1 1 1 0 0.0 0.633 0.367 0 0
GG	0.0076 0.2183 0 0 0 0 0 0 0 0 6 0.8571 10 10 10 0 0 0 0 0.0 0.647 0.353 2 1
GG	0.0000 0.1787 0 0 0 0 0 0 0 0 7 1.0000 4 4 4 1 1 0 0 0.0 0.633 0.367 0 0

OQ	1.0000 0.4101 0 0 1 0 0 0 0 0 1 0.2500 18 16 15 1 0 0 0 0.065 0.821 0.114 1 0
PA	0.1891 0.8522 0 0 1 0 0 0 0 1 2 0.5000 83 64 61 0 1 1 0 0.0 0.874 0.126 9 1
FQ	0.0832 0.3512 0 0 0 0 0 0 0 1 3 0.7500 14 13 13 1 0 0 0 0.0 1.0 0.0 1 0
FD_PA	0.0278 0.6449 0 0 0 1 0 0 0 1 4 1.0000 45 37 35 0 0 1 0 0.044 0.834 0.122 2 1

OQ	1.0000 0.4942 1 0 0 1 0 0 0 0 1 0.3333 45 41 41 1 0 1 0 0.026 0.894 0.08 3 1
PA	0.1236 0.6078 0 0 0 0 0 0 0 0 2 0.6667 32 25 24 0 0 0 0 0.0 0.819 0.181 1 0
PA	0.0635 0.8101 0 0 0 1 1 0 0 1 3 1.0000 74 49 45 0 0 0 0 0.0 0.776 0.224 2 1

FQ	1.0000 0.6069 0 0 1 0 0 0 0 0 1 0.2000 47 37 33 1 0 0 0 0.092 0.794 0.114 1 0
IR_PA	0.0126 0.6502 1 0 0 1 0 0 0 0 2 0.4000 22 14 14 0 0 0 0 0.0 0.884 0.116 0 1
CQ_FD	0.0856 0.2124 0 0 0 0 1 0 0 0 3 0.6000 14 13 13 1 0 0 0 0.0 0.792 0.208 3 0
FD_PA	0.2348 0.8686 0 0 1 0 0 0 0 0 4 0.8000 84 58 54 0 0 0 0 0.018 0.955 0.027 0 1
PF	0.0000 0.0938 0 0 0 0 0 0 0 0 5 1.0000 5 5 5 1 1 0 0 0.0 0.394 0.606 1 0

OQ	1.0000 0.6381 1 1 1 0 0 0 0 0 1 0.1429 18 15 15 1 1 0 0 0.0 0.901 0.099 1 0
CQ_PA	0.5188 0.6930 1 0 0 0 0 0 0 0 2 0.2857 34 23 22 0 0 0 0 0.06 0.87 0.069 2 1
FD_NF	0.3538 0.6295 0 0 0 0 0 0 0 0 3 0.4286 26 24 24 1 1 1 0 0.048 0.806 0.146 2 0
PA	0.2422 0.5597 0 0 0 0 0 0 0 0 4 0.5714 34 25 23 0 0 0 0 0.0 0.974 0.026 0 0
FD_FQ	0.0843 0.5202 0 0 0 0 0 0 0 0 5 0.7143 26 21 19 1 1 0 0 0.0 0.887 0.113 3 0
PA	0.2769 0.6349 0 0 0 0 0 0 0 0 6 0.8571 11 10 10 0 0 0 0 0.0 0.905 0.095 0 0
PF	0.0176 0.0647 0 0 0 0 0 0 0 0 7 1.0000 4 4 4 1 1 0 0 0.0 0.532 0.468 1 0

OQ	1.0000 0.3880 1 0 1 0 0 0 0 0 1 0.1111 21 14 13 1 1 0 0 0.0 0.797 0.203 0 0
PA	0.2626 0.2654 0 0 0 0 0 0 0 0 2 0.2222 9 9 9 0 0 0 0 0.0 0.824 0.176 1 0
FD	0.3607 0.3695 0 0 1 0 0 0 0 0 3 0.3333 21 20 20 1 1 0 0 0.0 0.83 0.17 1 0
FD	0.2726 0.2803 0 1 1 0 0 0 0 0 4 0.4444 19 18 17 0 0 0 0 0.066 0.849 0.085 0 1
CQ_FQ	0.1203 0.1748 1 0 0 0 0 0 0 0 5 0.5556 23 23 23 1 1 0 1 0.046 0.798 0.156 2 1
PA	0.1359 0.9110 1 0 1 0 0 1 0 0 6 0.6667 130 56 52 0 0 1 0 0.01 0.935 0.055 1 5
FD	0.0963 0.2207 0 0 0 0 0 0 0 0 7 0.7778 25 23 23 1 1 1 0 0.0 0.804 0.196 3 0
FD_PF	0.2586 0.2128 0 0 0 0 0 0 0 0 8 0.8889 10 10 10 1 0 0 0 0.099 0.781 0.12 0 1
FD	0.0000 0.1376 0 0 1 0 0 0 0 0 9 1.0000 13 12 12 0 0 1 0 0.123 0.766 0.111 2 1

OQ	1.0000 0.6196 1 0 0 0 0 0 0 0 1 0.1667 73 58 53 1 0 0 0 0.08 0.853 0.067 5 3
IR	0.0520 0.2836 0 0 0 0 0 0 0 0 2 0.3333 26 24 24 0 1 0 0 0.0 0.787 0.213 3 2
FD_NF	0.2287 0.4428 1 1 0 0 0 0 0 0 3 0.5000 59 53 49 1 1 1 0 0.135 0.834 0.031 5 2
PA_PF	0.0621 0.6962 0 0 1 0 0 0 0 0 4 0.6667 131 87 82 0 1 0 0 0.032 0.901 0.067 4 11
PF	0.4496 0.5557 0 0 0 0 0 0 0 0 5 0.8333 30 28 27 1 1 1 0 0.034 0.834 0.132 3 0
PF	0.0098 0.2728 0 0 0 0 0 0 0 0 6 1.0000 30 28 27 0 1 0 0 0.0 0.75 0.25 5 3

OQ	1.0000 0.6248 0 0 0 0 0 0 0 1 1 0.3333 16 14 14 1 0 0 0 0.269 0.731 0.0 0 2
PA	0.4667 0.9486 0 0 1 0 0 0 0 1 2 0.6667 81 48 45 0 0 0 0 0.057 0.917 0.026 0 2
CQ_FD	0.0480 0.2891 0 0 0 0 0 0 0 0 3 1.0000 9 6 6 0 0 0 0 0.103 0.654 0.243 0 0

FD_OQ	1.0000 0.8656 1 1 0 0 0 0 0 0 1 0.3333 72 52 52 1 0 0 1 0.089 0.871 0.039 4 2
FD_PA	0.3034 0.6693 0 0 0 0 0 1 0 1 2 0.6667 62 48 45 0 0 0 0 0.013 0.926 0.061 6 1
FD	0.4415 0.6802 1 0 0 0 0 0 0 0 3 1.0000 36 30 30 0 1 0 0 0.175 0.73 0.095 3 3

OQ	1.0000 0.7149 1 0 1 1 0 0 0 1 1 0.2500 68 52 49 1 0 0 0 0.077 0.861 0.062 3 4
